"Define when and how custom breadcrumb trails should appear on product pages.","Define when and how custom breadcrumb trails should appear on product pages."
"Format","Format"
"Choose between shortest path (highest category level) or longest path (deepest category) for breadcrumb generation.","Choose between shortest path (highest category level) or longest path (deepest category) for breadcrumb generation."
"Include brand","Include brand"
"Add the product's brand as a breadcrumb item in the navigation trail. The brand will appear as a clickable breadcrumb element before the product name.","Add the product's brand as a breadcrumb item in the navigation trail. The brand will appear as a clickable breadcrumb element before the product name."
"Brand attribute","Brand attribute"
"Specify which product attribute contains brand information.","Specify which product attribute contains brand information."
"Brand format","Brand format"
"Choose how the brand breadcrumb item appears. ""Brand only"" shows just the brand name. ""Category + Brand"" shows the parent category name followed by the brand name in a single breadcrumb item.","Choose how the brand breadcrumb item appears. ""Brand only"" shows just the brand name. ""Category + Brand"" shows the parent category name followed by the brand name in a single breadcrumb item."
"Alternate settings","Alternate settings"
"Open Graph image URL","Open Graph image URL"
"If empty Open Graph will use logo image URL","If empty Open Graph will use logo image URL"
"General information","General information"
"Is active","Is active"
"Canonical URL","Canonical URL"
"Visible in store view","Visible in store view"
"Check URL for regular expression","Check URL for regular expression"
"In this field use only regular expression. Leave blank to disable.<br/>For example: /orion-two-tone-fitted-jacket/<br/>If URL of the page matches this expression and other conditions are met, the rule will be applied.","In this field use only regular expression. Leave blank to disable.<br/>For example: /orion-two-tone-fitted-jacket/<br/>If URL of the page matches this expression and other conditions are met, the rule will be applied."
"Additional","Additional"
"Sort order","Sort order"
"Comments","Comments"
"Add canonical rewrite","Add canonical rewrite"
"Change status","Change status"
"Delete items","Delete items"
"Are you sure you want to delete the selected items?","Are you sure you want to delete the selected items?"
"ID","ID"
"Regular expression","Regular expression"
"Status","Status"
"Store view","Store view"
"Request URL","Request URL"
"Target URL","Target URL"
"Redirect type","Redirect type"
"HTTP response status code that will be used when redirecting.","HTTP response status code that will be used when redirecting."
"Redirect only if the request URL can't be found (404)","Redirect only if the request URL can't be found (404)"
"Request URL and Target URL cannot be the same.","Request URL and Target URL cannot be the same."
"Target URL must be different from Request URL.","Target URL must be different from Request URL."
"Auto-redirect for removed products","Auto-redirect for removed products"
